feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,Emotion
0.06457989662885666,0.08058120265151515,-341.9889221191406,120.79996490478516,-9.83444881439209,39.606231689453125,-2.2395310401916504,13.86477279663086,-18.852041244506836,-2.98233699798584,-11.125523567199707,-2.109576940536499,-11.66430950164795,-1.9720089435577393,-3.127180576324463,angry
0.02232256717979908,0.0690942141089109,-388.4619445800781,133.88211059570312,-17.753076553344727,53.109615325927734,-0.516853928565979,22.838815689086914,-23.992502212524414,7.696455478668213,-11.807550430297852,-1.6075048446655273,-9.029035568237305,-5.325350761413574,-0.1264130175113678,disgust
0.07666730135679245,0.06276491855053191,-352.20843505859375,115.79106903076172,-3.4151675701141357,32.881832122802734,5.4398932456970215,11.282279968261719,-16.918010711669922,-0.03877431899309158,-7.281856536865234,-3.81190824508667,-12.299887657165527,-4.942386150360107,-3.586810827255249,fear
0.06436506658792496,0.06389250578703703,-337.8395690917969,120.10960388183594,-12.691746711730957,39.687583923339844,4.412653923034668,10.073728561401367,-21.63332176208496,0.22224007546901703,-10.30443000793457,-6.165375709533691,-14.998135566711426,-2.9261903762817383,-2.536832571029663,happy
0.03050936572253704,0.06154563210227273,-368.1755676269531,124.36493682861328,-4.643918991088867,39.390567779541016,6.951158046722412,12.446600914001465,-13.1392183303833,-2.361497640609741,-10.50344181060791,-4.8436598777771,-10.041851997375488,-0.9641231894493103,-3.805396795272827,neutral
0.01664523221552372,0.06549703663793104,-407.98492431640625,136.3810272216797,-14.965291023254395,57.568267822265625,0.19953787326812744,26.050121307373047,-23.510055541992188,8.320959091186523,-11.638611793518066,-1.29905104637146,-9.223965644836426,-4.804592609405518,-1.221406102180481,sad
0.07217901200056076,0.08842540922619048,-304.5401611328125,119.84672546386719,-11.578222274780273,30.144723892211914,-17.95899772644043,9.277717590332031,-9.26034164428711,-3.4008641242980957,-12.149340629577637,-3.73225474357605,-12.913479804992676,3.4221572875976562,-5.430387020111084,angry
0.025647949427366257,0.058447265625,-396.6483154296875,138.76551818847656,-7.03225564956665,40.78833770751953,-4.865028381347656,18.125240325927734,-11.776680946350098,2.732052803039551,-8.620003700256348,-2.352750301361084,-10.567276000976562,-0.9967964887619019,-1.5643640756607056,angry
0.028394514694809914,0.0754308867872807,-376.90643310546875,145.92996215820312,-16.21613311767578,45.305355072021484,-17.786846160888672,21.03065299987793,-14.044593811035156,1.4852968454360962,-16.621891021728516,-0.5773172974586487,-9.368512153625488,2.177919864654541,-4.085968971252441,angry
0.044951386749744415,0.07931483477011494,-350.5663757324219,124.9302749633789,-16.399538040161133,39.1793327331543,-8.95516586303711,12.133794784545898,-12.62724494934082,-1.7083592414855957,-9.723487854003906,-0.49622848629951477,-9.739391326904297,-0.3625394105911255,-3.2515149116516113,disgust
0.007188011892139912,0.05858252514367816,-452.0668029785156,155.73675537109375,-19.74652862548828,57.28005599975586,-21.343338012695312,36.49199295043945,-19.050731658935547,20.533447265625,-16.986452102661133,-1.3121095895767212,-7.622745990753174,-3.8386476039886475,-1.4636300802230835,disgust
0.019866429269313812,0.07219416920731707,-396.2881164550781,136.04969787597656,-7.01338005065918,39.62628936767578,-11.700539588928223,22.54195785522461,-11.85425090789795,4.6012797355651855,-14.655735969543457,-1.5104975700378418,-7.575412750244141,-0.21724677085876465,-3.4319636821746826,disgust
0.09179971367120743,0.07355095358455882,-307.5882263183594,113.53042602539062,-8.620015144348145,25.434558868408203,-8.417234420776367,8.747130393981934,-9.782746315002441,-1.7518970966339111,-10.908756256103516,-6.707447528839111,-11.655397415161133,1.4566360712051392,-3.8139634132385254,fear
0.02682831510901451,0.07428434001865672,-380.95379638671875,131.87368774414062,-4.108172416687012,41.94418716430664,-12.39055347442627,20.539304733276367,-10.782456398010254,4.548651218414307,-14.486639976501465,-4.9438934326171875,-9.363165855407715,2.9753506183624268,0.1737113744020462,fear
0.045404478907585144,0.07956861413043478,-353.1083984375,130.45114135742188,-11.721619606018066,39.07653045654297,-14.043365478515625,15.302521705627441,-12.29267406463623,4.835724353790283,-13.498235702514648,-4.516116142272949,-10.775948524475098,0.6390942335128784,-2.048002004623413,fear
0.08942791074514389,0.09834745332792208,-275.99102783203125,117.51292419433594,-30.652233123779297,27.407777786254883,-21.422266006469727,11.892062187194824,-18.036649703979492,-0.6188636422157288,-15.942964553833008,-5.400852680206299,-11.321676254272461,1.479479432106018,-2.9891250133514404,happy
0.026176540181040764,0.06750818201013513,-386.83099365234375,136.67971801757812,-11.103041648864746,46.32120132446289,-12.48493766784668,21.860124588012695,-10.200809478759766,1.8042501211166382,-13.401652336120605,-3.9189841747283936,-9.82645034790039,1.7439253330230713,-3.3648154735565186,happy
0.04073236882686615,0.0716824001736111,-365.7742614746094,126.23883819580078,-7.164652347564697,36.064945220947266,-7.862125873565674,15.440394401550293,-9.891040802001953,-0.4462224543094635,-13.84467887878418,-5.456086158752441,-8.868293762207031,1.5084772109985352,-2.957872152328491,happy
